вежливый_ADJ внимательный_ADJ	169.76962171634386
приятный_ADJ спокойный_ADJ	163.4902965262292
милый_ADJ уютный_ADJ	149.05788703569618
светлый_ADJ приятный_ADJ	144.64029653171013
прием_NOUN радушный_ADJ	142.23440575496818
уютно_ADJ приятно_ADJ	131.9604807202261
девушка_NOUN милая_ADJ	129.60372301375816
нежный_ADJ вкусный_ADJ	129.3743052229758
вкусный_ADJ нежный_ADJ	129.3743052229758
ресторанчик_NOUN милый_ADJ	128.20440635302978
приветливый_ADJ персонал_NOUN	127.53956919560255
персонал_NOUN приветливый_ADJ	127.53956919560255
приветливый_ADJ очень_ADV	125.52398753407864
вечер_NOUN приятный_ADJ	124.62817332930122
уютно_ADJ тепло_ADJ	123.4970361987545
тепло_ADJ уютно_ADJ	123.4970361987545
вкусно_ADJ приятно_ADJ	122.27075651244746
приятно_ADJ вкусно_ADJ	122.27075651244746
приветливый_ADJ Персонал_NOUN	120.35591199195714
приветливый_ADJ и_CCONJ	120.35591199195714
приветливый_ADJ Очень_ADV	120.35591199195714
персонал_NOUN дружелюбный_ADJ	120.32247714889365
вкусно_ADJ уютно_ADJ	120.23707075518391
уютно_ADJ вкусно_ADJ	120.23707075518391
светлый_ADJ просторный_ADJ	119.79932487197203
любимый_NOUN мой_DET	119.78630358522702
вкусно_ADJ свежо_ADJ	118.96461765280962
вечер_NOUN прекрасный_ADJ	118.32974137659613
дружелюбный_ADJ очень_ADV	118.30689548736974
хорошо_ADJ вкусно_ADJ	117.30394563268149
любезный_ADJ очень_ADV	116.18855169802879
вечер_NOUN хороший_ADJ	116.01978073689875
вечер_NOUN чудесный_ADJ	114.32284913177415
человек_NOUN милый_ADJ	113.20545534421449
дружелюбный_ADJ и_CCONJ	113.13881994524824
светлый_ADJ уютный_ADJ	112.15543226887092
вкусно_ADJ сытно_ADJ	111.47736570178279
сервис_NOUN ненавязчивый_ADJ	110.81947279227579
красивый_ADJ уютный_ADJ	109.82499473171073
официантка_NOUN милая_ADJ	108.32545226113633
уютно_ADJ комфортно_ADJ	107.72896354327136
красивый_ADJ вкусный_ADJ	107.57163197657788
гость_NOUN частый_ADJ	107.3891962799953
день_NOUN добрый_ADJ	107.36964756261335
милый_ADJ очень_ADV	107.28627140374083
кофе_NOUN хороший_ADJ	106.1901382469515
сюрприз_NOUN приятный_ADJ	106.05517781522477
вкусно_ADJ красиво_ADJ	105.52562356114672
красиво_ADJ вкусно_ADJ	105.52562356114672
милый_ADJ довольно_ADV	105.35218867041279
сервис_NOUN хороший_ADJ	103.46786003121214
персонал_NOUN доброжелательный_ADJ	103.41008904002624
вкусный_ADJ свежий_ADJ	103.2953228543455
свежий_ADJ вкусный_ADJ	103.2953228543455
дорогой_ADJ самый_ADJ	103.0734059034848
приятно_ADJ видеть_VERB	102.7818297140858
приятель_NOUN мой_DET	102.44118762468426
милая_ADJ очень_ADV	102.19849359402325
милый_ADJ Очень_ADV	102.11819586161933
милый_ADJ Интерьер_NOUN	102.11819586161933
