плохой	ADJ	0
ужасный	ADJ	0
горьковатый	ADJ	0
тонковатый	ADJ	0
первый	ADJ	0
жесткий	ADJ	0
мелкий	ADJ	0
темный	ADJ	0
ясный	ADJ	0
медленный	ADJ	0
съедобно	ADJ	0
терпимый	ADJ	0
ниже	ADJ	0
идеально	ADJ	0
обильна	ADJ	0
обыкновенный	ADJ	0
недосоленный	ADJ	0
суховат	ADJ	0
халтурный	ADJ	0
глупо	ADJ	0
дымный	ADJ	0
шедеврально	ADJ	0
некрасиво	ADJ	0
глуповатый	ADJ	0
предсказуемый	ADJ	0
суховатый	ADJ	0
поджареный	ADJ	0
некрасивый	ADJ	0
негорячо	ADJ	0
несъедобный	ADJ	0
дешевенький	ADJ	0
невзрачный	ADJ	0
Водянистый	ADJ	0
БЕЗвкусный	ADJ	0
неизящный	ADJ	0
Ароматный	ADJ	1
диетичный	ADJ	1
запеченый	ADJ	1
свежо	ADJ	1
хороший	ADJ	1
чисто	ADJ	1
итальянский	ADJ	1
серьезно	ADJ	1
европейский	ADJ	1
романтично	ADJ	1
умиротворяюще-радостный	ADJ	1
больше	ADJ	1
верный	ADJ	1
Пряной	ADJ	1
старый	ADJ	1
Сочно	ADJ	1
Дороговато	ADJ	1
гармонично	ADJ	1
Шикарный	ADJ	1
потрясный	ADJ	1
простовать	ADJ	1
сухой	ADJ	1
простенький	ADJ	1
знатный	ADJ	1
Согревать	ADJ	1
дурной	ADJ	1
ОБИЛЬН	ADJ	1
обширный	ADJ	1
дороговато	ADJ	1
чешский	ADJ	1
необычно	ADJ	1
тихо	ADJ	1
скромно	ADJ	1
спокойно	ADJ	1
мороженой	ADJ	1
упругия	ADJ	1
заманчивый	ADJ	1
приемлемый	ADJ	1
милая	ADJ	1
желать	ADJ	1
Вкусно	ADJ	1
безумно	ADJ	1
полупустынный	ADJ	1
прозрачный	ADJ	1
самолепный	ADJ	1
Аккуратненький	ADJ	1
Стильно	ADJ	1
другой	ADJ	1
разовый	ADJ	1
единственный	ADJ	1
свежайший	ADJ	1
отдохновенно	ADJ	1
потрясающий	ADJ	1
Нетривиально	ADJ	1
брутальный	ADJ	1
Сытно	ADJ	1
миндальный	ADJ	1
противный	ADJ	1
прохладно	ADJ	1
адоптировать	ADJ	1
близкий	ADJ	1
небычный	ADJ	1
релаксационный	ADJ	1
подороже	ADJ	1
скушной	ADJ	1
пафосно	ADJ	1
невзболтанный	ADJ	1
-густый	ADJ	1
громадный	ADJ	1
скисший	ADJ	1
точный	ADJ	1
жиденький	ADJ	1
медовый	ADJ	1
Отменный	ADJ	1
оригиальный	ADJ	1
мароканский	ADJ	1
чай-зеленый	ADJ	1
гигантской	ADJ	1
кофе(новый	ADJ	1
особенный	ADJ	1
соус-насыщенный	ADJ	1
объемист	ADJ	1
нетревиальный	ADJ	1
Прикольно	ADJ	1
толстоватый	ADJ	1
лишний	ADJ	1
Отличный	ADJ	1
Нежный	ADJ	1
аутентичнать	ADJ	1
незамысловатый	ADJ	1
волшебной	ADJ	1
короткий	ADJ	1
подать	ADJ	1
островатый	ADJ	1
Непривычно	ADJ	1
ризотто	ADJ	1
майонезный	ADJ	1
Самолепный	ADJ	1
самопечный	ADJ	1
полноценный	ADJ	1
черносливовый	ADJ	1
миниатюрный	ADJ	1
черствоват	ADJ	1
весеть	ADJ	1
Эстетично	ADJ	1
недожаренный	ADJ	1
творожный	ADJ	1
Лёгкий	ADJ	1
слабый	ADJ	1
непривычно	ADJ	1
реально	ADJ	1
вредно	ADJ	1
испечённый	ADJ	1
прикрасный	ADJ	1
новенький	ADJ	1
обветренный	ADJ	1
волшебный	ADJ	1
роскошный	ADJ	1
Питкий	ADJ	1
Сытный	ADJ	1
Разнообразный	ADJ	1
импозантный	ADJ	1
масштабный	ADJ	1
Цельный	ADJ	1
притязательный	ADJ	1
указательный	ADJ	1
отдельный	ADJ	1
открытый	ADJ	1
долгий	ADJ	1
последний	ADJ	1
Мексиканский	ADJ	1
двухшариковый	ADJ	1
лаконичен	ADJ	1
Милой	ADJ	1
злой	ADJ	1
ледяной	ADJ	1
живительный	ADJ	1
въедливый	ADJ	1
морозно	ADJ	1
аскетичен	ADJ	1
чудесной	ADJ	1
Обширный	ADJ	1
старинный	ADJ	1
веселенький	ADJ	1
достак	ADJ	1
всяческий	ADJ	1
потрепать	ADJ	1
многочисленный	ADJ	1
кубинский	ADJ	1
пафосный	ADJ	1
неординарный	ADJ	1
Уютный	ADJ	1
чинный	ADJ	1
чёткий	ADJ	1
стабильный	ADJ	1
Облепиховый	ADJ	1
общий	ADJ	1
загадочный	ADJ	1
специфический	ADJ	1
Милый	ADJ	1
изменить	ADJ	1
суетливый	ADJ	1
отпадный	ADJ	1
ростовский	ADJ	1
улётный	ADJ	1
Свежеприготовленный	ADJ	1
армянский	ADJ	1
пересушеный	ADJ	1
ненасыщенный	ADJ	1
удачной	ADJ	1
мятный	ADJ	1
божественнный	ADJ	1
черствый	ADJ	1
каноничный	ADJ	1
мирный	ADJ	1
убедительный	ADJ	1
сырный	ADJ	1
бюджетный	ADJ	1
Плотный	ADJ	1
плотной	ADJ	1
мятый	ADJ	1
приветлив	ADJ	1
обалдеть	ADJ	1
пушистый	ADJ	1
постный	ADJ	1
консервированый	ADJ	1
Вкусный	ADJ	1
варёный	ADJ	1
Красненький	ADJ	1
однородный	ADJ	1
Сочен	ADJ	1
кондиционировать	ADJ	1
приторный	ADJ	1
холопений	ADJ	1
легенький	ADJ	1
Малолюдно	ADJ	1
стейк-сочный	ADJ	1
блестящий	ADJ	1
избить	ADJ	1
доброкачестветь	ADJ	1
счастливый	ADJ	1
развлекательный	ADJ	1
недешево	ADJ	1
делать	ADJ	1
гуманный	ADJ	1
мрачноватый	ADJ	1
притяной	ADJ	1
авторский	ADJ	1
известный	ADJ	1
прилично	ADJ	1
традиционный	ADJ	1
чебуречный	ADJ	1
чудной	ADJ	1
недурный	ADJ	1
вменяемый	ADJ	1
заметный	ADJ	1
Неожиданский	ADJ	1
выразить	ADJ	1
Негромкий	ADJ	1
ненавящевый	ADJ	1
чудный	ADJ	1
НЕпафосный	ADJ	1
миловидный	ADJ	1
вменяемой	ADJ	1
четкий	ADJ	1
неуклюжий	ADJ	1
опрятный	ADJ	1
быстый	ADJ	1
компактный	ADJ	1
Вежливый	ADJ	1
солнечный	ADJ	1
бежевой	ADJ	1
культурный	ADJ	1
скромный	ADJ	1
узнаваемый	ADJ	1
дружественный	ADJ	1
любезно	ADJ	1
.но	ADJ	1
легко	ADJ	1
стильное	ADJ	1
жизнерадостный	ADJ	1
Улыбчивый	ADJ	1
Уборный	ADJ	1
танцевальный	ADJ	1
Дружелюбный	ADJ	1
Каминный	ADJ	1
элитный	ADJ	1
земной	ADJ	1
гламурно	ADJ	1
естественный	ADJ	1
недосоленый	ADJ	1
вежливой	ADJ	1
трогательно	ADJ	1
сдержанный	ADJ	1
модный	ADJ	1
высоко	ADJ	1
средненький	ADJ	1
крошечный	ADJ	1
полусырый	ADJ	1
Кислый	ADJ	1
крошечной	ADJ	1
Невкусно	ADJ	1
сыроватый	ADJ	1
Жидко	ADJ	1
Пресный	ADJ	1
скудный	ADJ	1
бесполезный	ADJ	1
полужидкий	ADJ	1
солёный	ADJ	1
дорого	ADJ	1
нежно	ADV	1
вкуснее	ADV	1
По-тайски	ADV	1
непересоленный	ADJ	1
старательно	ADJ	1
тропический	ADJ	1
жирненький	ADJ	1
бодрый	ADJ	1
бледный	ADJ	1
привычный	ADJ	1
иной	ADJ	1
клубничный	ADJ	1
сахарный	ADJ	1
неплохой	ADJ	1
жизнеспособный	ADJ	1
типичный	ADJ	1
ягодный	ADJ	1
сливочный	ADJ	1
изысканый	ADJ	1
тесно	ADJ	1
неполезный	ADJ	1
чудесный	ADJ	1
прожарить	ADJ	1
марципановый	ADJ	1
свежевыпеченный	ADJ	1
апельсиновый	ADJ	1
внушительный	ADJ	1
безвкусный	ADJ	1
дорошо	ADJ	1
остренький	ADJ	1
опознаный	ADJ	1
лёгкий	ADJ	1
баварский	ADJ	1
добротно	ADJ	1
шумно	ADJ	1
ватный	ADJ	1
изыскывать	ADJ	1
четко	ADJ	1
гастрономический	ADJ	1
благородный	ADJ	1
гретый	ADJ	1
нежирный	ADJ	1
сильный	ADJ	1
суховато	ADJ	1
экзотичный	ADJ	1
возможно	ADJ	1
тривиальный	ADJ	1
долго	ADJ	1
стандартный	ADJ	1
пирожной	ADJ	1
алкогольно	ADJ	1
одинаковый	ADJ	1
пресладкий	ADJ	1
