светлый_ADJ просторный_ADJ	86.40790670904804
вечер_NOUN чудесный_ADJ	84.52018279314656
зал_NOUN просторный_ADJ	77.83188238377322
вечер_NOUN замечательный_ADJ	75.32808696373581
восторг_NOUN полный_ADJ	74.42413503596173
зал_NOUN светлый_ADJ	74.11729040273622
праздник_NOUN чудесный_ADJ	72.90722260433414
зал_NOUN небольшой_ADJ	71.49973961457482
вечер_NOUN прекрасный_ADJ	71.0967802122511
праздник_NOUN незабываемый_ADJ	70.51249935991294
ресторан_NOUN замечательный_ADJ	68.20708206718248
зал_NOUN красивый_ADJ	67.92747770548283
большой_ADJ просторный_ADJ	67.79696487055358
светлый_ADJ уютный_ADJ	66.91143865602275
зал_NOUN банкетный_ADJ	66.44054426993354
вид_NOUN залив_NOUN на_ADP	64.87862195233637
вид_NOUN прекрасный_ADJ	64.8760945792958
вкус_NOUN необычный_ADJ	64.5145977057209
небольшой_ADJ уютный_ADJ	64.29388786786134
ресторан_NOUN прекрасный_ADJ	63.975775315697774
клуб_NOUN этот_DET	63.749220126549446
фон_NOUN музыкальный_ADJ	63.699568558980154
зал_NOUN полный_ADJ	63.50585788451268
собор_NOUN на_ADP	62.13178938173486
ул_NOUN на_ADP	62.016564855569456
зал_NOUN огромный_ADJ	62.015832008316465
торжество_NOUN на_ADP	61.87896071434596
зал_NOUN отдельный_ADJ	61.71341227516194
посетить_VERB сие_NOUN	61.60903464107358
посетить_VERB ресторан_NOUN	61.152026975899176
выразить_VERB признательность_NOUN	60.98785287539947
зал_NOUN этот_DET	60.8277710270731
красивый_ADJ уютный_ADJ	60.72162595876937
светлый_ADJ приятный_ADJ	60.58293467182629
разнообразие_NOUN блюд_NOUN	60.53986953463105
зал_NOUN дальний_ADJ	59.502651642350585
праздник_NOUN прекрасный_ADJ	59.48382002343868
выбор_NOUN широкий_ADJ	59.35968457495076
уголок_NOUN уютный_ADJ	59.35555535451584
прием_NOUN радушный_ADJ	59.16762183400103
красивый_ADJ самый_ADJ	58.742296444650805
имя_NOUN на_ADP	58.33895858733779
зал_NOUN уютный_ADJ	58.33541433074794
отметить_VERB торжество_NOUN	58.10241256469185
вечер_NOUN романтический_ADJ	57.934574879372974
зал_NOUN другой_ADJ	57.908389844225596
вид_NOUN панорамный_ADJ	57.75030228225958
вид_NOUN город_NOUN на_ADP	57.24183997283829
любитель_NOUN большой_ADJ	57.19505794925143
вынос_NOUN на_ADP	56.87488019881638
предмет_NOUN на_ADP	56.6268299145268
выбрать_VERB зал_NOUN	56.44891778169618
своеобразный_ADJ Интерьер_NOUN	56.28883455178644
зал_NOUN на_ADP	56.163161543613214
открытие_NOUN на_ADP	56.04365375360038
большой_ADJ зал_NOUN	55.50634856424177
зал_NOUN большой_ADJ	55.50634856424177
вариация_NOUN тему_NOUN на_ADP	55.47530318031842
вечер_NOUN праздничный_ADJ	55.47339998776576
зал_NOUN наш_DET	55.43312579989566
обратить_VERB внимание_NOUN на_ADP	55.057308248012305
радость_NOUN на_ADP	55.029529658795376
вкус_NOUN насыщенный_ADJ	54.96464954212749
зал_NOUN первый_ADJ	54.65846249425606
замечательный_ADJ Интерьер_NOUN	54.52821007042759
удивление_NOUN на_ADP	54.35627729733085
зал_NOUN основной_ADJ	53.50038639590811
насладиться_VERB и_CCONJ	53.19563315427277
насладиться_VERB кухней_NOUN	53.19563315427277
насладиться_VERB вкусом_NOUN	53.19563315427277
зал_NOUN один_NUM	53.17105641927979
пройти_VERB зал_NOUN в_ADP	52.807030175468725
ресторан_NOUN сей_DET	52.72755249221429
говорить_VERB даже_PART	52.633590380652834
вечер_NOUN целый_ADJ	52.28520054832556
зал_NOUN этаже_NOUN на_ADP	52.26077099199684
